         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     1349    0.002    0.000    0.004    0.000 types.py:358(__eq__)
      280    0.000    0.000    0.000    0.000 types.py:362(gep)
        1    0.000    0.000    0.000    0.000 types.py:376(BaseStructType)
       24    0.000    0.000    0.000    0.000 types.py:381(__len__)
       63    0.000    0.000    0.001    0.000 types.py:393(structure_repr)
       63    0.000    0.000    0.000    0.000 types.py:397(<listcomp>)
       24    0.000    0.000    0.001    0.000 types.py:399(format_constant)
       24    0.000    0.000    0.001    0.000 types.py:400(<listcomp>)
     2600    0.004    0.000    0.005    0.000 types.py:404(gep)
        1    0.000    0.000    0.000    0.000 types.py:416(LiteralStructType)
       65    0.000    0.000    0.000    0.000 types.py:424(__init__)
       63    0.000    0.000    0.001    0.000 types.py:427(_to_string)
     1880    0.003    0.000    0.004    0.000 types.py:430(__eq__)
        1    0.000    0.000    0.000    0.000 types.py:435(IdentifiedStructType)
       42    0.000    0.000    0.017    0.000 types.py:50(get_abi_size)
     9241    0.076    0.000    0.189    0.000 types.py:79(__call__)
        1    0.000    0.000    0.000    0.000 types.py:87(MetaDataType)
       34    0.000    0.000    0.000    0.000 types.py:98(__ne__)
      112    0.000    0.000    0.005    0.000 ufunc_db.py:18(_lazy_init_db)
        1    0.000    0.000    0.005    0.005 ufunc_db.py:26(get_ufuncs)
      111    0.000    0.000    0.000    0.000 ufunc_db.py:32(get_ufunc_info)
        1    0.002    0.002    0.004    0.004 ufunc_db.py:46(_fill_ufunc_db)
        1    0.000    0.000    0.000    0.000 ufunc_db.py:8(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:177(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:198(UFuncBuilder)
        1    0.000    0.000    0.003    0.003 ufuncbuilder.py:2(<module>)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:23(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:256(GUFuncBuilder)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:31(UFuncTarget)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:45(UFuncDispatcher)
        1    0.000    0.000    0.000    0.000 ufunclike.py:5(<module>)
        1    0.000    0.000    0.000    0.000 unix_connect.py:114(new_get_auth)
        1    0.000    0.000    0.004    0.004 unix_connect.py:22(<module>)
        1    0.000    0.000    0.000    0.000 unix_connect.py:54(get_display)
        1    0.000    0.000    0.000    0.000 unix_connect.py:85(get_socket)
        2    0.000    0.000    0.001    0.001 util.py:1(<module>)
        1    0.000    0.000    0.008    0.008 util.py:248(_findSoname_ldconfig)
        1    0.000    0.000    0.008    0.008 util.py:300(find_library)
        2    0.000    0.000    0.022    0.011 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1003(SafeEval)
        3    0.000    0.000    0.000    0.000 utils.py:118(deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:1605(WarningMessage)
       14    0.000    0.000    0.000    0.000 utils.py:163(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:1638(WarningManager)
        1    0.000    0.000    0.000    0.000 utils.py:1865(IgnoreException)
        1    0.000    0.000    0.000    0.000 utils.py:187(ConfigOptions)
       25    0.000    0.000    0.001    0.000 utils.py:190(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:1906(clear_and_catch_warnings)
       59    0.000    0.000    0.000    0.000 utils.py:193(set)
        1    0.000    0.000    0.000    0.000 utils.py:1971(suppress_warnings)
       10    0.000    0.000    0.000    0.000 utils.py:198(unset)
        1    0.000    0.000    0.000    0.000 utils.py:2(<module>)
      249    0.000    0.000    0.000    0.000 utils.py:201(_check_attr)
      249    0.001    0.000    0.001    0.000 utils.py:205(__getattr__)
       35    0.000    0.000    0.000    0.000 utils.py:209(__setattr__)
       10    0.000    0.000    0.000    0.000 utils.py:221(copy)
        1    0.000    0.000    0.000    0.000 utils.py:236(SortedMap)
       16    0.000    0.000    0.000    0.000 utils.py:240(__init__)
       51    0.000    0.000    0.000    0.000 utils.py:247(__getitem__)
       48    0.000    0.000    0.000    0.000 utils.py:254(__iter__)
      201    0.000    0.000    0.000    0.000 utils.py:255(<genexpr>)
        1    0.000    0.000    0.000    0.000 utils.py:258(UniqueDict)
      898    0.002    0.000    0.002    0.000 utils.py:259(__setitem__)
        1    0.000    0.000    0.000    0.000 utils.py:268(cached_property)
       15    0.000    0.000    0.000    0.000 utils.py:276(__init__)
   120/38    0.001    0.000    0.167    0.004 utils.py:280(__get__)
        1    0.000    0.000    0.000    0.000 utils.py:287(runonce)
        1    0.000    0.000    0.002    0.002 utils.py:288(inner)
      642    0.004    0.000    0.008    0.000 utils.py:300(bit_length)
    10740    0.014    0.000    0.030    0.000 utils.py:311(stream_list)
    10740    0.010    0.000    0.013    0.000 utils.py:320(sublist_iterator)
        1    0.000    0.000    0.000    0.000 utils.py:330(BenchmarkResult)
      119    0.001    0.000    0.002    0.000 utils.py:38(erase_traceback)
        1    0.000    0.000    0.019    0.019 utils.py:4(<module>)
        8    0.000    0.000    0.000    0.000 utils.py:407(_not_op_and_not_eq)
       20    0.000    0.000    0.000    0.000 utils.py:436(_is_inherited_from_object)
        5    0.000    0.000    0.000    0.000 utils.py:451(total_ordering)
        8    0.000    0.000    0.000    0.000 utils.py:455(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:46(KnownFailureException)
        5    0.000    0.000    0.000    0.000 utils.py:482(<listcomp>)
        3    0.000    0.000    0.000    0.000 utils.py:52(_set_function_name)
        1    0.000    0.000    0.000    0.000 utils.py:520(finalize)
        1    0.000    0.000    0.000    0.000 utils.py:545(_Info)
       34    0.001    0.000    0.001    0.000 utils.py:548(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:566(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:57(_Deprecate)
        1    0.000    0.000    0.000    0.000 utils.py:659(<lambda>)
        3    0.000    0.000    0.000    0.000 utils.py:69(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 utils.py:9(get_library_name)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.010    0.010 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
       14    0.000    0.000    0.000    0.000 value.py:106(linkage)
       14    0.000    0.000    0.000    0.000 value.py:110(linkage)
       42    0.000    0.000    0.000    0.000 value.py:143(type)
      228    0.001    0.000    0.001    0.000 value.py:151(is_declaration)
        1    0.000    0.000    0.002    0.002 value.py:2(<module>)
        1    0.000    0.000    0.000    0.000 value.py:31(Attribute)
        1    0.000    0.000    0.000    0.000 value.py:62(Visibility)
        1    0.000    0.000    0.000    0.000 value.py:70(StorageClass)
        1    0.000    0.000    0.000    0.000 value.py:78(ValueRef)
     1288    0.004    0.000    0.006    0.000 value.py:82(__init__)
        1    0.000    0.000    0.000    0.000 value.py:9(Linkage)
      793    0.004    0.000    0.006    0.000 value.py:98(name)
        1    0.000    0.000    0.000    0.000 values.py:102(_Undefined)
        1    0.000    0.000    0.000    0.000 values.py:110(Constant)
    16232    0.055    0.000    0.083    0.000 values.py:115(__init__)
     4296    0.011    0.000    0.091    0.000 values.py:124(_to_string)
15288/15264    0.035    0.000    0.077    0.000 values.py:127(_get_reference)
       24    0.000    0.000    0.002    0.000 values.py:156(literal_struct)
       24    0.000    0.000    0.000    0.000 values.py:161(<listcomp>)
     8456    0.024    0.000    0.034    0.000 values.py:164(__eq__)
     8592    0.021    0.000    0.154    0.000 values.py:173(__hash__)
        1    0.000    0.000    0.000    0.000 values.py:180(FormattedConstant)
      652    0.002    0.000    0.008    0.000 values.py:185(__init__)
      652    0.001    0.000    0.001    0.000 values.py:192(_get_reference)
        1    0.000    0.000    0.000    0.000 values.py:196(NamedValue)
      535    0.003    0.000    0.008    0.000 values.py:20(_escape_string)
    49825    0.160    0.000    0.812    0.000 values.py:203(__init__)
    42288    0.229    0.000    1.879    0.000 values.py:210(_to_string)
    40140    0.018    0.000    0.018    0.000 values.py:220(_get_name)
    50156    0.115    0.000    0.629    0.000 values.py:223(_set_name)
    29673    0.066    0.000    0.126    0.000 values.py:229(_get_reference)
    43787    0.093    0.000    0.122    0.000 values.py:240(function_type)
        1    0.000    0.000    0.000    0.000 values.py:251(MetaDataString)
     1868    0.009    0.000    0.043    0.000 values.py:257(__init__)
       32    0.000    0.000    0.001    0.000 values.py:266(_get_reference)
     3672    0.006    0.000    0.007    0.000 values.py:271(__eq__)
     3736    0.006    0.000    0.008    0.000 values.py:280(__hash__)
        1    0.000    0.000    0.000    0.000 values.py:284(MetaDataArgument)
        1    0.000    0.000    0.000    0.000 values.py:307(NamedMetaData)
        1    0.000    0.000    0.000    0.000 values.py:322(MDValue)
       34    0.000    0.000    0.001    0.000 values.py:330(__init__)
       34    0.001    0.000    0.002    0.000 values.py:337(descr)
       34    0.000    0.000    0.000    0.000 values.py:350(_get_reference)
        1    0.000    0.000    0.000    0.000 values.py:366(DIToken)
      535    0.005    0.000    0.005    0.000 values.py:37(<listcomp>)
        1    0.000    0.000    0.000    0.000 values.py:377(DIValue)
        1    0.000    0.000    0.001    0.001 values.py:4(<module>)
        1    0.000    0.000    0.000    0.000 values.py:41(_ConstOpMixin)
        1    0.000    0.000    0.000    0.000 values.py:438(GlobalValue)
      875    0.005    0.000    0.017    0.000 values.py:445(__init__)
        1    0.000    0.000    0.000    0.000 values.py:451(GlobalVariable)
      621    0.009    0.000    0.029    0.000 values.py:456(__init__)
      652    0.005    0.000    0.047    0.000 values.py:46(bitcast)
      621    0.004    0.000    0.026    0.000 values.py:468(descr)
        1    0.000    0.000    0.000    0.000 values.py:507(AttributeSet)
    21975    0.040    0.000    0.054    0.000 values.py:516(__init__)
      478    0.001    0.000    0.001    0.000 values.py:522(add)
    21346    0.063    0.000    0.106    0.000 values.py:527(__iter__)
        1    0.000    0.000    0.000    0.000 values.py:532(FunctionAttributes)
      254    0.000    0.000    0.000    0.000 values.py:543(__init__)
      254    0.000    0.000    0.000    0.000 values.py:547(alignstack)
      254    0.000    0.000    0.000    0.000 values.py:556(personality)
      254    0.002    0.000    0.004    0.000 values.py:565(__repr__)
        1    0.000    0.000    0.000    0.000 values.py:576(Function)
      254    0.078    0.000    0.115    0.000 values.py:580(__init__)
      254    0.002    0.000    0.020    0.000 values.py:587(<listcomp>)
     4859    0.003    0.000    0.003    0.000 values.py:594(module)
      717    0.001    0.000    0.001    0.000 values.py:598(entry_basic_block)
     4444    0.026    0.000    0.106    0.000 values.py:606(append_basic_block)
      254    0.004    0.000    0.031    0.000 values.py:618(descr_prototype)
      971    0.001    0.000    0.014    0.000 values.py:624(<genexpr>)
      762    0.001    0.000    0.002    0.000 values.py:633(<genexpr>)
       32    0.007    0.000    2.213    0.069 values.py:640(descr_body)
      254    0.001    0.000    2.244    0.009 values.py:647(descr)
      254    0.001    0.000    2.253    0.009 values.py:654(__str__)
        1    0.000    0.000    0.000    0.000 values.py:664(ArgumentAttributes)
        1    0.000    0.000    0.000    0.000 values.py:670(_BaseArgument)
      971    0.006    0.000    0.025    0.000 values.py:671(__init__)
      478    0.001    0.000    0.002    0.000 values.py:680(add_attribute)
        1    0.000    0.000    0.000    0.000 values.py:684(Argument)
      717    0.002    0.000    0.013    0.000 values.py:689(__str__)
        1    0.000    0.000    0.000    0.000 values.py:697(ReturnValue)
      254    0.001    0.000    0.001    0.000 values.py:702(__str__)
        1    0.000    0.000    0.000    0.000 values.py:709(Block)
     4444    0.029    0.000    0.077    0.000 values.py:718(__init__)
     4444    0.003    0.000    0.003    0.000 values.py:724(is_terminated)
     3783    0.002    0.000    0.002    0.000 values.py:728(function)
     4444    0.022    0.000    2.206    0.000 values.py:736(descr)
     4444    0.033    0.000    2.171    0.000 values.py:738(<listcomp>)
        1    0.000    0.000    0.000    0.000 values.py:753(BlockAddress)
        1    0.000    0.000    0.000    0.000 values.py:93(Value)
        1    0.000    0.000    0.000    0.000 version.py:5(<module>)
        4    0.000    0.000    0.003    0.001 warnings.py:119(filterwarnings)
      772    0.003    0.000    0.011    0.000 warnings.py:143(simplefilter)
      776    0.004    0.000    0.008    0.000 warnings.py:159(_add_filter)
      771    0.002    0.000    0.002    0.000 warnings.py:428(__init__)
      771    0.005    0.000    0.005    0.000 warnings.py:449(__enter__)
      771    0.004    0.000    0.005    0.000 warnings.py:468(__exit__)
        4    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:130(__getitem__)
        5    0.000    0.000    0.000    0.000 weakref.py:155(__setitem__)
        5    0.000    0.000    0.000    0.000 weakref.py:179(get)
        4    0.000    0.000    0.000    0.000 weakref.py:261(update)
        5    0.000    0.000    0.000    0.000 weakref.py:305(__new__)
        5    0.000    0.000    0.000    0.000 weakref.py:310(__init__)
        4    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
    18872    0.108    0.000    0.211    0.000 weakref.py:364(__getitem__)
       42    0.000    0.000    0.000    0.000 weakref.py:377(__setitem__)
       20    0.000    0.000    0.000    0.000 weakref.py:443(popitem)
        1    0.000    0.000    0.001    0.001 wrappers.py:1(<module>)
