         4250359 function calls (3961221 primitive calls) in 47.377 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 instructions.py:270(Resume)
        1    0.000    0.000    0.000    0.000 instructions.py:274(SelectInstr)
      678    0.003    0.000    0.016    0.000 instructions.py:275(__init__)
     1356    0.001    0.000    0.001    0.000 instructions.py:280(cond)
     1356    0.001    0.000    0.001    0.000 instructions.py:284(lhs)
     1356    0.000    0.000    0.000    0.000 instructions.py:288(rhs)
      678    0.005    0.000    0.014    0.000 instructions.py:292(descr)
        1    0.000    0.000    0.001    0.001 instructions.py:3(<module>)
        1    0.000    0.000    0.000    0.000 instructions.py:301(CompareInstr)
     2731    0.026    0.000    0.095    0.000 instructions.py:306(__init__)
     1560    0.007    0.000    0.022    0.000 instructions.py:31(descr)
     2731    0.022    0.000    0.081    0.000 instructions.py:318(descr)
     2731    0.002    0.000    0.002    0.000 instructions.py:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 instructions.py:330(ICMPInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:347(FCMPInstr)
     1560    0.003    0.000    0.008    0.000 instructions.py:35(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:370(CastInstr)
      215    0.001    0.000    0.005    0.000 instructions.py:371(__init__)
      215    0.001    0.000    0.003    0.000 instructions.py:374(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:384(LoadInstr)
    11746    0.049    0.000    0.330    0.000 instructions.py:386(__init__)
    11746    0.057    0.000    0.160    0.000 instructions.py:391(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:406(StoreInstr)
     4023    0.079    0.000    0.170    0.000 instructions.py:407(__init__)
     4023    0.019    0.000    0.070    0.000 instructions.py:411(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:427(AllocaInstr)
     1165    0.009    0.000    0.128    0.000 instructions.py:428(__init__)
     1165    0.003    0.000    0.007    0.000 instructions.py:434(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:445(GEPInstr)
     2981    0.036    0.000    0.128    0.000 instructions.py:446(__init__)
     2981    0.018    0.000    0.104    0.000 instructions.py:464(descr)
     2981    0.010    0.000    0.062    0.000 instructions.py:465(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:478(PhiInstr)
      122    0.000    0.000    0.003    0.000 instructions.py:479(__init__)
      122    0.001    0.000    0.006    0.000 instructions.py:483(descr)
      366    0.001    0.000    0.004    0.000 instructions.py:484(<genexpr>)
      244    0.001    0.000    0.001    0.000 instructions.py:493(add_incoming)
        1    0.000    0.000    0.000    0.000 instructions.py:502(ExtractValue)
      879    0.006    0.000    0.029    0.000 instructions.py:503(__init__)
      879    0.004    0.000    0.010    0.000 instructions.py:518(descr)
      879    0.001    0.000    0.001    0.000 instructions.py:519(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:529(InsertValue)
      584    0.005    0.000    0.019    0.000 instructions.py:530(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:54(CallInstrAttributes)
      584    0.004    0.000    0.013    0.000 instructions.py:548(descr)
      584    0.001    0.000    0.001    0.000 instructions.py:549(<listcomp>)
        1    0.000    0.000    0.000    0.000 instructions.py:559(Unreachable)
        9    0.000    0.000    0.000    0.000 instructions.py:560(__init__)
        9    0.000    0.000    0.000    0.000 instructions.py:564(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:568(InlineAsm)
        1    0.000    0.000    0.000    0.000 instructions.py:58(FastMathFlags)
        1    0.000    0.000    0.000    0.000 instructions.py:591(AtomicRMW)
        2    0.000    0.000    0.000    0.000 instructions.py:592(__init__)
        2    0.000    0.000    0.000    0.000 instructions.py:598(descr)
        1    0.000    0.000    0.000    0.000 instructions.py:611(CmpXchg)
        1    0.000    0.000    0.000    0.000 instructions.py:615(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:62(CallInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:622(descr)
    10502    0.300    0.000    0.830    0.000 instructions.py:63(__init__)
        1    0.000    0.000    0.000    0.000 instructions.py:637(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 instructions.py:647(CatchClause)
        1    0.000    0.000    0.000    0.000 instructions.py:650(FilterClause)
        1    0.000    0.000    0.000    0.000 instructions.py:658(LandingPadInstr)
    21004    0.012    0.000    0.012    0.000 instructions.py:89(callee)
    10502    0.016    0.000    0.016    0.000 instructions.py:97(args)
        1    0.000    0.000    0.005    0.005 interpreter.py:1(<module>)
       19    0.000    0.000    0.002    0.000 interpreter.py:115(init_first_block)
        1    0.000    0.000    0.000    0.000 interpreter.py:12(Assigner)
     1320    0.006    0.000    0.028    0.000 interpreter.py:121(_iter_inst)
       68    0.001    0.000    0.003    0.000 interpreter.py:135(_start_new_block)
       68    0.000    0.000    0.011    0.000 interpreter.py:146(_end_current_block)
       68    0.004    0.000    0.007    0.000 interpreter.py:150(_remove_unused_temporaries)
       68    0.000    0.000    0.004    0.000 interpreter.py:164(_insert_outgoing_phis)
       36    0.000    0.000    0.000    0.000 interpreter.py:179(get_global_value)
     2902    0.001    0.000    0.001    0.000 interpreter.py:200(current_scope)
      330    0.000    0.000    0.000    0.000 interpreter.py:204(code_consts)
      325    0.000    0.000    0.000    0.000 interpreter.py:208(code_locals)
      166    0.000    0.000    0.000    0.000 interpreter.py:212(code_names)
     1301    0.011    0.000    0.163    0.000 interpreter.py:220(_dispatch)
     1444    0.017    0.000    0.120    0.000 interpreter.py:238(store)
       68    0.001    0.000    0.001    0.000 interpreter.py:25(__init__)
     1667    0.005    0.000    0.011    0.000 interpreter.py:253(get)
       68    0.001    0.000    0.001    0.000 interpreter.py:266(insert_block)
        2    0.000    0.000    0.000    0.000 interpreter.py:290(op_UNPACK_SEQUENCE)
      127    0.001    0.000    0.011    0.000 interpreter.py:304(op_BUILD_SLICE)
      339    0.002    0.000    0.003    0.000 interpreter.py:33(assign)
     1667    0.002    0.000    0.002    0.000 interpreter.py:52(get_assignment_source)
      291    0.001    0.000    0.016    0.000 interpreter.py:526(op_LOAD_FAST)
       34    0.000    0.000    0.002    0.000 interpreter.py:530(op_STORE_FAST)
        7    0.000    0.000    0.001    0.000 interpreter.py:535(op_DUP_TOPX)
        6    0.000    0.000    0.000    0.000 interpreter.py:542(op_STORE_ATTR)
      124    0.001    0.000    0.012    0.000 interpreter.py:553(op_LOAD_ATTR)
      330    0.002    0.000    0.082    0.000 interpreter.py:559(op_LOAD_CONST)
       36    0.000    0.000    0.002    0.000 interpreter.py:564(op_LOAD_GLOBAL)
        7    0.000    0.000    0.000    0.000 interpreter.py:576(op_SETUP_LOOP)
       32    0.001    0.000    0.004    0.000 interpreter.py:609(op_CALL_FUNCTION)
       32    0.000    0.000    0.001    0.000 interpreter.py:611(<listcomp>)
        1    0.000    0.000    0.000    0.000 interpreter.py:63(Interpreter)
        6    0.000    0.000    0.001    0.000 interpreter.py:665(op_GET_ITER)
        6    0.000    0.000    0.001    0.000 interpreter.py:669(op_FOR_ITER)
       19    0.001    0.000    0.001    0.000 interpreter.py:67(__init__)
       77    0.001    0.000    0.004    0.000 interpreter.py:693(op_BINARY_SUBSCR)
       36    0.000    0.000    0.001    0.000 interpreter.py:699(op_STORE_SUBSCR)
       59    0.000    0.000    0.003    0.000 interpreter.py:713(op_BUILD_TUPLE)
       59    0.000    0.000    0.001    0.000 interpreter.py:714(<listcomp>)
        3    0.000    0.000    0.001    0.000 interpreter.py:738(op_UNARY_NEGATIVE)
       66    0.000    0.000    0.003    0.000 interpreter.py:758(_binop)
       11    0.000    0.000    0.001    0.000 interpreter.py:764(_inplace_binop)
        7    0.000    0.000    0.000    0.000 interpreter.py:770(op_BINARY_ADD)
       13    0.000    0.000    0.001    0.000 interpreter.py:773(op_BINARY_SUBTRACT)
       24    0.000    0.000    0.001    0.000 interpreter.py:776(op_BINARY_MULTIPLY)
       10    0.000    0.000    0.001    0.000 interpreter.py:782(op_BINARY_TRUE_DIVIDE)
        4    0.000    0.000    0.000    0.000 interpreter.py:785(op_BINARY_FLOOR_DIVIDE)
        2    0.000    0.000    0.000    0.000 interpreter.py:788(op_BINARY_MODULO)
       19    0.003    0.000    0.254    0.013 interpreter.py:79(interpret)
        3    0.000    0.000    0.000    0.000 interpreter.py:812(op_INPLACE_ADD)
        2    0.000    0.000    0.000    0.000 interpreter.py:815(op_INPLACE_SUBTRACT)
        4    0.000    0.000    0.000    0.000 interpreter.py:818(op_INPLACE_MULTIPLY)
        2    0.000    0.000    0.000    0.000 interpreter.py:824(op_INPLACE_TRUE_DIVIDE)
        7    0.000    0.000    0.000    0.000 interpreter.py:854(op_JUMP_ABSOLUTE)
        7    0.000    0.000    0.000    0.000 interpreter.py:862(op_POP_BLOCK)
       21    0.000    0.000    0.002    0.000 interpreter.py:865(op_RETURN_VALUE)
        6    0.000    0.000    0.000    0.000 interpreter.py:870(op_COMPARE_OP)
        6    0.000    0.000    0.000    0.000 interpreter.py:880(_op_JUMP_IF)
        6    0.000    0.000    0.000    0.000 interpreter.py:897(op_POP_JUMP_IF_FALSE)
        1    0.000    0.000    0.000    0.000 intrinsics.py:3(<module>)
        1    0.000    0.000    0.000    0.000 intrinsics.py:9(_DivmodFixer)
        1    0.000    0.000    0.001    0.001 io_support.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ir.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ir.py:121(Stmt)
     4296    0.005    0.000    0.114    0.000 ir.py:132(list_vars)
        1    0.000    0.000    0.000    0.000 ir.py:136(Terminator)
        1    0.000    0.000    0.000    0.000 ir.py:14(Loc)
        1    0.000    0.000    0.000    0.000 ir.py:152(Expr)
      613    0.002    0.000    0.005    0.000 ir.py:158(__init__)
     4127    0.007    0.000    0.011    0.000 ir.py:163(__getattr__)
     1839    0.003    0.000    0.003    0.000 ir.py:168(__setattr__)
       66    0.000    0.000    0.001    0.000 ir.py:174(binop)
       11    0.000    0.000    0.000    0.000 ir.py:180(inplace_binop)
        3    0.000    0.000    0.000    0.000 ir.py:187(unary)
     1339    0.001    0.000    0.001    0.000 ir.py:19(__init__)
      161    0.001    0.000    0.002    0.000 ir.py:192(call)
       61    0.000    0.000    0.000    0.000 ir.py:198(build_tuple)
        6    0.000    0.000    0.000    0.000 ir.py:218(pair_first)
        6    0.000    0.000    0.000    0.000 ir.py:223(pair_second)
        6    0.000    0.000    0.000    0.000 ir.py:228(getiter)
        6    0.000    0.000    0.000    0.000 ir.py:233(iternext)
        2    0.000    0.000    0.000    0.000 ir.py:238(exhaust_iter)
       19    0.000    0.000    0.000    0.000 ir.py:24(from_function_id)
      124    0.001    0.000    0.003    0.000 ir.py:243(getattr)
       77    0.000    0.000    0.001    0.000 ir.py:248(getitem)
       49    0.000    0.000    0.001    0.000 ir.py:253(static_getitem)
       21    0.000    0.000    0.000    0.000 ir.py:259(cast)
      411    0.005    0.000    0.014    0.000 ir.py:267(__repr__)
      423    0.001    0.000    0.001    0.000 ir.py:269(<genexpr>)
      141    0.000    0.000    0.000    0.000 ir.py:270(<genexpr>)
      665    0.002    0.000    0.003    0.000 ir.py:277(<genexpr>)
     2390    0.003    0.000    0.048    0.000 ir.py:280(list_vars)
      261    0.001    0.000    0.010    0.000 ir.py:283(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:287(SetItem)
       36    0.000    0.000    0.000    0.000 ir.py:292(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:298(__repr__)
        1    0.000    0.000    0.000    0.000 ir.py:302(StaticSetItem)
       19    0.000    0.000    0.000    0.000 ir.py:307(__init__)
        7    0.000    0.000    0.000    0.000 ir.py:314(__repr__)
        1    0.000    0.000    0.000    0.000 ir.py:318(DelItem)
      215    0.001    0.000    0.001    0.000 ir.py:32(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:332(SetAttr)
        6    0.000    0.000    0.000    0.000 ir.py:333(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:343(DelAttr)
        1    0.000    0.000    0.000    0.000 ir.py:353(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:364(Del)
     1574    0.002    0.000    0.002    0.000 ir.py:365(__init__)
      338    0.001    0.000    0.001    0.000 ir.py:369(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:373(Raise)
       45    0.001    0.000    0.009    0.000 ir.py:38(strformat)
        1    0.000    0.000    0.000    0.000 ir.py:387(StaticRaise)
        1    0.000    0.000    0.000    0.000 ir.py:413(Return)
       23    0.000    0.000    0.000    0.000 ir.py:419(__init__)
       11    0.000    0.000    0.000    0.000 ir.py:423(__str__)
       63    0.000    0.000    0.000    0.000 ir.py:426(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:430(Jump)
       39    0.000    0.000    0.000    0.000 ir.py:435(__init__)
        5    0.000    0.000    0.000    0.000 ir.py:439(__str__)
      195    0.000    0.000    0.000    0.000 ir.py:442(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:446(Branch)
       12    0.000    0.000    0.000    0.000 ir.py:451(__init__)
        6    0.000    0.000    0.000    0.000 ir.py:457(__str__)
       60    0.000    0.000    0.000    0.000 ir.py:460(get_targets)
        1    0.000    0.000    0.000    0.000 ir.py:464(Assign)
     1528    0.003    0.000    0.003    0.000 ir.py:468(__init__)
      333    0.002    0.000    0.009    0.000 ir.py:473(__str__)
        1    0.000    0.000    0.000    0.000 ir.py:477(Print)
     1320    0.003    0.000    0.005    0.000 ir.py:49(with_lineno)
        1    0.000    0.000    0.000    0.000 ir.py:492(Yield)
        1    0.000    0.000    0.000    0.000 ir.py:505(Arg)
       69    0.000    0.000    0.000    0.000 ir.py:506(__init__)
       54    0.000    0.000    0.000    0.000 ir.py:511(__repr__)
       11    0.000    0.000    0.000    0.000 ir.py:514(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:518(Const)
      332    0.000    0.000    0.000    0.000 ir.py:519(__init__)
      114    0.001    0.000    0.001    0.000 ir.py:523(__repr__)
      205    0.000    0.000    0.000    0.000 ir.py:526(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:530(Global)
      163    0.000    0.000    0.000    0.000 ir.py:531(__init__)
       41    0.000    0.000    0.000    0.000 ir.py:536(__str__)
      125    0.000    0.000    0.000    0.000 ir.py:539(infer_constant)
        1    0.000    0.000    0.000    0.000 ir.py:543(FreeVar)
        1    0.000    0.000    0.000    0.000 ir.py:56(VarMap)
        1    0.000    0.000    0.000    0.000 ir.py:565(Var)
       38    0.000    0.000    0.000    0.000 ir.py:57(__init__)
     1912    0.006    0.000    0.006    0.000 ir.py:577(__init__)
      174    0.000    0.000    0.001    0.000 ir.py:582(__repr__)
     1069    0.001    0.000    0.001    0.000 ir.py:585(__str__)
     1791    0.002    0.000    0.003    0.000 ir.py:588(is_temp)
        1    0.000    0.000    0.000    0.000 ir.py:593(Intrinsic)
     1460    0.001    0.000    0.001    0.000 ir.py:60(define)
        1    0.000    0.000    0.000    0.000 ir.py:616(Scope)
       38    0.000    0.000    0.000    0.000 ir.py:631(__init__)
     1454    0.080    0.000    0.086    0.000 ir.py:637(define)
     1359    0.001    0.000    0.004    0.000 ir.py:645(get)
     1366    0.002    0.000    0.002    0.000 ir.py:653(get_exact)
     1368    0.001    0.000    0.001    0.000 ir.py:66(get)
      445    0.003    0.000    0.084    0.000 ir.py:666(get_or_define)
     1011    0.003    0.000    0.010    0.000 ir.py:676(redefine)
        6    0.000    0.000    0.000    0.000 ir.py:688(make_temp)
        1    0.000    0.000    0.000    0.000 ir.py:704(Block)
      103    0.000    0.000    0.000    0.000 ir.py:709(__init__)
       29    0.000    0.000    0.000    0.000 ir.py:714(copy)
      278    0.004    0.000    0.006    0.000 ir.py:719(find_exprs)
     1456    0.001    0.000    0.001    0.000 ir.py:72(__contains__)
     1900    0.004    0.000    0.008    0.000 ir.py:730(find_insts)
       98    0.000    0.000    0.000    0.000 ir.py:738(prepend)
     4363    0.005    0.000    0.008    0.000 ir.py:742(append)
        6    0.000    0.000    0.000    0.000 ir.py:75(__len__)
       15    0.000    0.000    0.000    0.000 ir.py:750(clear)
      480    0.001    0.000    0.001    0.000 ir.py:760(terminator)
       78    0.000    0.000    0.000    0.000 ir.py:764(is_terminated)
       11    0.001    0.000    0.001    0.000 ir.py:768(verify)
        6    0.000    0.000    0.000    0.000 ir.py:784(insert_before_terminator)
        1    0.000    0.000    0.000    0.000 ir.py:793(Loop)
        7    0.000    0.000    0.000    0.000 ir.py:796(__init__)
        1    0.000    0.000    0.000    0.000 ir.py:805(FunctionIR)
       19    0.000    0.000    0.002    0.000 ir.py:807(__init__)
       26    0.001    0.000    0.002    0.000 ir.py:820(_reset_analysis_variables)
        7    0.000    0.000    0.001    0.000 ir.py:831(derive)
       11    0.000    0.000    0.002    0.000 ir.py:855(copy)
       29    0.000    0.000    0.000    0.000 ir.py:860(get_block_entry_vars)
      460    0.001    0.000    0.028    0.000 ir.py:867(infer_constant)
      606    0.003    0.000    0.004    0.000 ir.py:875(get_definition)
        1    0.000    0.000    0.000    0.000 ir.py:88(Inst)
27551/5106    0.081    0.000    0.124    0.000 ir.py:99(_rec_list_vars)
        1    0.000    0.000    0.000    0.000 ir_print.py:1(<module>)
       71    0.003    0.000    0.007    0.000 ir_print.py:13(match)
        1    0.000    0.000    0.000    0.000 ir_print.py:53(DetectConstPrintArguments)
       71    0.000    0.000    0.001    0.000 ir_print.py:59(match)
        1    0.000    0.000    0.000    0.000 ir_print.py:7(RewritePrintCalls)
      114    0.001    0.000    0.001    0.000 itanium_mangler.py:107(_fix_lead_digit)
      114    0.001    0.000    0.001    0.000 itanium_mangler.py:117(_len_encoded)
       90    0.001    0.000    0.007    0.000 itanium_mangler.py:126(mangle_identifier)
       90    0.001    0.000    0.006    0.000 itanium_mangler.py:134(<listcomp>)
       30    0.000    0.000    0.000    0.000 itanium_mangler.py:141(mangle_type_c)
    94/54    0.001    0.000    0.004    0.000 itanium_mangler.py:156(mangle_type_or_value)
       32    0.000    0.000    0.003    0.000 itanium_mangler.py:183(mangle_templated_ident)
       16    0.000    0.000    0.004    0.000 itanium_mangler.py:199(mangle_args)
       16    0.000    0.000    0.004    0.000 itanium_mangler.py:203(<listcomp>)
       16    0.000    0.000    0.007    0.000 itanium_mangler.py:213(mangle)
       18    0.000    0.000    0.003    0.000 itanium_mangler.py:220(prepend_namespace)
        1    0.000    0.000    0.002    0.002 itanium_mangler.py:29(<module>)
      114    0.001    0.000    0.004    0.000 itanium_mangler.py:87(_escape_string)
       30    0.000    0.000    0.000    0.000 itanium_mangler.py:97(repl)
       60    0.000    0.000    0.000    0.000 itanium_mangler.py:98(<genexpr>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:22(RangeIteratorType)
        6    0.000    0.000    0.000    0.000 iterators.py:24(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:3(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:36(Generator)
        1    0.000    0.000    0.000    0.000 iterators.py:57(EnumerateType)
        1    0.000    0.000    0.000    0.000 iterators.py:7(RangeType)
        1    0.000    0.000    0.000    0.000 iterators.py:75(ZipType)
        3    0.000    0.000    0.000    0.000 iterators.py:9(__init__)
        1    0.000    0.000    0.000    0.000 iterators.py:93(ArrayIterator)
        1    0.000    0.000    0.000    0.000 laguerre.py:1765(Laguerre)
        1    0.000    0.000    0.000    0.000 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 latin1.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1795(Legendre)
        1    0.000    0.000    0.000    0.000 legendre.py:83(<module>)
       18    0.000    0.000    0.000    0.000 lex.py:1086(TOKEN)
       18    0.000    0.000    0.000    0.000 lex.py:1087(set_regex)
        1    0.000    0.000    0.000    0.000 lex.py:115(Lexer)
        1    0.000    0.000    0.001    0.001 lex.py:34(<module>)
        1    0.000    0.000    0.000    0.000 lex.py:558(LexerReflect)
        1    0.000    0.000    0.000    0.000 lex.py:57(LexError)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 lex.py:75(PlyLogger)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.001    0.001 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:116(_LAPACK)
        1    0.000    0.000    0.006    0.006 linalg.py:3(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:75(_BLAS)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
      242    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      242    0.000    0.000    0.004    0.000 linecache.py:15(getline)
      242    0.000    0.000    0.004    0.000 linecache.py:37(getlines)
      144    0.001    0.000    0.002    0.000 linecache.py:53(checkcache)
        1    0.000    0.000    0.004    0.004 linecache.py:6(<module>)
        7    0.000    0.000    0.003    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 linker.py:1(<module>)
       82    0.053    0.001    0.056    0.001 linker.py:6(link_modules)
        1    0.000    0.000    0.015    0.015 listdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 listdecl.py:151(AddList)
        8    0.000    0.000    0.000    0.000 listdecl.py:155(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:164(InplaceAddList)
        6    0.000    0.000    0.000    0.000 listdecl.py:168(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:17(ListBuiltin)
        1    0.000    0.000    0.000    0.000 listdecl.py:176(MulList)
       36    0.000    0.000    0.000    0.000 listdecl.py:180(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:186(InplaceMulList)
        1    0.000    0.000    0.000    0.000 listdecl.py:191(ListCompare)
       12    0.000    0.000    0.000    0.000 listdecl.py:193(generic)
        1    0.000    0.000    0.000    0.000 listdecl.py:202(ListEq)
        1    0.000    0.000    0.000    0.000 listdecl.py:206(ListNe)
        1    0.000    0.000    0.000    0.000 listdecl.py:210(ListLt)
        1    0.000    0.000    0.000    0.000 listdecl.py:214(ListLe)
        1    0.000    0.000    0.000    0.000 listdecl.py:218(ListGt)
        1    0.000    0.000    0.000    0.000 listdecl.py:222(ListGe)
        1    0.000    0.000    0.000    0.000 listdecl.py:29(SortedBuiltin)
        1    0.000    0.000    0.000    0.000 listdecl.py:44(ListAttribute)
        1    0.000    0.000    0.000    0.000 listobj.py:122(ListInstance)
        1    0.000    0.000    0.001    0.001 listobj.py:3(<module>)
        1    0.000    0.000    0.000    0.000 listobj.py:312(ListIterInstance)
        1    0.000    0.000    0.000    0.000 listobj.py:38(_ListPayloadMixin)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 loader.py:66(TestLoader)
        1    0.000    0.000    0.000    0.000 loader.py:76(__init__)
        1    0.000    0.000    0.000    0.000 lock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:22(<module>)
        1    0.000    0.000    0.000    0.000 lock.py:22(_DummyLock)
        1    0.000    0.000    0.000    0.000 lock.py:23(__init__)
        1    0.000    0.000    0.011    0.011 lowering.py:1(<module>)
       16    0.000    0.000    0.000    0.000 lowering.py:106(pre_lower)
        9    0.000    0.000    0.000    0.000 lowering.py:118(post_lower)
       22    0.000    0.000    0.000    0.000 lowering.py:124(pre_block)
        1    0.000    0.000    0.001    0.001 lowering.py:129(return_exception)
     16/9    0.001    0.000    8.203    0.911 lowering.py:132(lower)
       16    0.000    0.000    0.008    0.001 lowering.py:156(extract_function_arguments)
     16/9    0.000    0.000    5.150    0.572 lowering.py:162(lower_normal_function)
     16/9    0.001    0.000    5.128    0.570 lowering.py:176(lower_function_body)
        1    0.000    0.000    0.000    0.000 lowering.py:18(Environment)
    51/31    0.027    0.001    5.084    0.164 lowering.py:200(lower_block)
       16    0.000    0.000    0.000    0.000 lowering.py:21(from_fndesc)
        9    0.000    0.000    0.460    0.051 lowering.py:212(create_cpython_wrapper)
       16    0.000    0.000    0.020    0.001 lowering.py:225(setup_function)
     1436    0.004    0.000    0.004    0.000 lowering.py:232(typeof)
      758    0.001    0.000    0.001    0.000 lowering.py:235(debug_print)
       16    0.000    0.000    0.000    0.000 lowering.py:239(has_dynamic_globals)
        1    0.000    0.000    0.000    0.000 lowering.py:247(Lower)
  701/525    0.011    0.000    1.816    0.003 lowering.py:250(lower_inst)
        8    0.000    0.000    0.415    0.052 lowering.py:356(lower_setitem)
  333/259    0.003    0.000    1.183    0.005 lowering.py:388(lower_assign)
        1    0.000    0.000    0.000    0.000 lowering.py:41(BaseLower)
       35    0.002    0.000    0.062    0.002 lowering.py:448(lower_binop)
       16    0.001    0.000    0.005    0.000 lowering.py:45(__init__)
       35    0.000    0.000    0.000    0.000 lowering.py:463(cast_result)
      105    0.000    0.000    0.001    0.000 lowering.py:468(try_static_impl)
      245    0.000    0.000    0.000    0.000 lowering.py:469(<genexpr>)
       25    0.001    0.000    0.542    0.022 lowering.py:498(lower_getitem)
       25    0.000    0.000    0.000    0.000 lowering.py:505(<listcomp>)
       82    0.000    0.000    0.003    0.000 lowering.py:513(_cast_var)
       41    0.000    0.000    0.004    0.000 lowering.py:527(fold_call_args)
       41    0.000    0.000    0.004    0.000 lowering.py:542(<listcomp>)
       41    0.001    0.000    0.062    0.002 lowering.py:595(lower_call)
  140/104    0.003    0.000    1.163    0.011 lowering.py:695(lower_expr)
        9    0.000    0.000    0.000    0.000 lowering.py:78(init)
        7    0.001    0.000    0.033    0.005 lowering.py:81(init_pyapi)
       21    0.000    0.000    0.002    0.000 lowering.py:847(<listcomp>)
       21    0.000    0.000    0.000    0.000 lowering.py:848(<listcomp>)
       21    0.000    0.000    0.000    0.000 lowering.py:849(<listcomp>)
      671    0.002    0.000    0.085    0.000 lowering.py:884(_alloca_var)
     1358    0.001    0.000    0.001    0.000 lowering.py:895(getvar)
      687    0.002    0.000    0.027    0.000 lowering.py:901(loadvar)
      333    0.005    0.000    0.170    0.001 lowering.py:908(storevar)
      338    0.004    0.000    0.075    0.000 lowering.py:931(delvar)
      331    0.002    0.000    0.077    0.000 lowering.py:950(alloca_lltype)
      225    0.001    0.000    0.021    0.000 lowering.py:963(incref)
      671    0.003    0.000    0.095    0.000 lowering.py:969(decref)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 macros.py:1(<module>)
        1    0.000    0.000    0.000    0.000 macros.py:38(ExpandMacros)
       71    0.005    0.000    0.017    0.000 macros.py:44(match)
        1    0.000    0.000    0.000    0.000 macros.py:5(Macro)
        1    0.000    0.000    0.005    0.005 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
        1    0.000    0.000    0.000    0.000 manager.py:1(<module>)
        1    0.000    0.000    0.000    0.000 manager.py:12(__init__)
       81    0.000    0.000    0.001    0.000 manager.py:18(register)
13898/13841    0.036    0.000    0.233    0.000 manager.py:24(lookup)
    13159    0.021    0.000    0.244    0.000 manager.py:35(__getitem__)
        1    0.000    0.000    0.000    0.000 manager.py:8(DataModelManager)
        1    0.000    0.000    0.006    0.006 mathdecl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mathdecl.py:10(Math_unary)
        1    0.000    0.000    0.000    0.000 mathdecl.py:106(Math_isfinite)
        1    0.000    0.000    0.000    0.000 mathdecl.py:111(Math_pow)
